Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(mph),TrueHeading,Alt(feet),ActivityType,ActivityConfidence
36:08.0,0.0258,0.0149,-1.0152,0.0054,0.0043,-0.0053,0.0288,-0.0247,-0.3672,,,0,296.804,0,Automotive,High
36:08.1,0.0205,0.0446,-1.0226,-0.0206,0.0005,-0.043,0.0265,-0.0241,-0.3673,,,0,296.804,0,Automotive,High
36:08.2,0.0077,0.006,-0.9926,-0.0132,0.0285,-0.0078,0.0235,-0.0234,-0.3709,,,0,296.804,0,Automotive,High
36:08.3,0.0712,0.0071,-0.9714,-0.0401,0.0635,0.0812,0.0298,-0.0224,-0.3681,,,0,296.804,0,Automotive,High
36:08.4,0.0141,0.0371,-0.9834,0.0134,-0.0232,-0.005,0.036,-0.0219,-0.364,,,0,296.804,0,Automotive,High
36:08.5,0.0167,-0.0055,-0.9672,-0.0114,-0.0109,-0.0066,0.0342,-0.0207,-0.3643,,,0,296.804,0,Automotive,High
36:08.6,0.0441,0.0143,-0.9653,0.0151,0.0045,-0.0104,0.0344,-0.0196,-0.3657,,,0,296.804,0,Automotive,High
36:08.7,0.0593,-0.0003,-1.043,0.0072,-0.0308,-0.0104,0.0345,-0.0203,-0.3659,,,0,296.804,0,Automotive,High
36:08.8,0.0405,0.0088,-1.0115,0.0045,-0.0074,-0.002,0.0335,-0.0194,-0.3664,,,0,296.804,0,Automotive,High
36:08.9,0.0268,0.0029,-1.0205,0.002,-0.0404,-0.0105,0.0331,-0.0193,-0.3665,,,0,296.804,0,Automotive,High
36:09.0,0.0601,0.0011,-1.0513,-0.0056,-0.0299,-0.0117,0.0301,-0.018,-0.3669,,,0,296.804,0,Automotive,High
36:09.1,0.0468,-0.0071,-1.1293,0.0281,-0.0155,-0.0027,0.0281,-0.0156,-0.3671,,,0,296.804,0,Automotive,High
36:09.2,-0.0017,0.0135,-1.0179,-0.0074,-0.0555,-0.0052,0.0266,-0.0136,-0.367,,,0,296.804,0,Automotive,High
36:09.3,0.0387,0.0034,-0.9651,-0.055,-0.0212,-0.0094,0.0248,-0.0113,-0.368,,,0,296.804,0,Automotive,High
36:09.4,0.027,-0.002,-1.0253,-0.0001,0.0138,-0.0097,0.0251,-0.0108,-0.3685,,,0,296.804,0,Automotive,High
36:09.5,0.0698,0.0175,-1.0871,0.0214,0.0035,-0.006,0.0263,-0.0092,-0.3686,,,0,296.804,0,Automotive,High
36:09.6,-0.011,-0.0055,-1.0643,-0.0063,-0.0491,-0.0127,0.0259,-0.0079,-0.3681,,,0,296.804,0,Automotive,High
36:09.7,0.0365,0.0018,-1.0808,-0.0317,0.0089,-0.0273,0.0278,-0.0064,-0.3701,,,0,296.804,0,Automotive,High
36:09.8,0.0297,-0.035,-1.1922,0.0044,-0.001,-0.0042,0.0278,-0.0057,-0.3719,,,0,296.804,0,Automotive,High
36:09.9,-0.0116,0.005,-1.0571,-0.0181,0.0521,0.0614,0.0298,-0.0059,-0.3737,,,0,296.804,0,Automotive,High
36:10.0,0.1787,-0.0251,-1.0402,-0.0067,0.0945,-0.0219,0.0412,-0.0059,-0.3717,,,0,296.804,0,Automotive,High
36:10.1,0.0446,-0.0052,-1.0091,-0.0051,0.1116,-0.008,0.0498,-0.0056,-0.3706,,,0,296.804,0,Automotive,High
36:10.2,0.0695,0.0051,-0.9841,-0.0372,0.0578,-0.0126,0.0554,-0.0072,-0.3711,,,0,296.804,0,Automotive,High
36:10.3,0.0611,0.0304,-0.9722,-0.0385,0.0973,0.0203,0.0644,-0.0088,-0.3715,,,0,296.804,0,Automotive,High
36:10.4,0.1095,0.0002,-0.9762,0.0043,-0.032,-0.0265,0.0746,-0.0115,-0.3709,,,0,296.804,0,Automotive,High
36:10.5,0.0037,0.016,-1.0098,-0.0212,0.0187,-0.0282,0.0749,-0.0114,-0.3735,,,0,296.804,0,Automotive,High
36:10.6,0.0625,-0.0098,-1,-0.0268,0.0324,-0.0283,0.0756,-0.013,-0.3776,,,0,296.804,0,Automotive,High
36:10.7,-0.0055,0.0036,-0.9345,0.0092,0.0458,-0.0203,0.0758,-0.0138,-0.3791,,,0,296.804,0,Automotive,High
36:10.8,0.0415,0.0082,-0.9505,-0.0085,0.0115,-0.0162,0.0718,-0.0141,-0.3804,,,0,296.804,0,Automotive,High
36:10.9,0.0194,0.0191,-0.9805,-0.0105,0.0114,-0.0194,0.0733,-0.0124,-0.3801,,,0,296.804,0,Automotive,High
36:11.0,0.0664,-0.0104,-0.9072,-0.0171,-0.0249,-0.0322,0.0672,-0.0132,-0.3818,,,0,296.804,0,Automotive,High
36:11.1,-0.0452,-0.0004,-1.0155,0.0358,-0.076,-0.0119,0.0626,-0.0138,-0.3834,,,0,296.804,0,Automotive,High
36:11.2,-0.0195,-0.0327,-1.0043,0.0005,-0.0599,-0.0851,0.0536,-0.013,-0.3864,,,0,296.804,0,Automotive,High
36:11.3,-0.0318,0.0104,-0.9838,-0.016,-0.0408,-0.0172,0.0436,-0.012,-0.3899,,,0,296.804,0,Automotive,High
36:11.4,0.0177,0.0183,-1.0434,0.0051,-0.0319,-0.0115,0.0385,-0.0112,-0.3906,,,0,296.804,0,Automotive,High
36:11.5,0.0782,0.0051,-0.9629,-0.0251,0.0423,0.0453,0.0346,-0.0107,-0.3912,,,0,296.804,0,Automotive,High
36:11.6,0.0027,0.022,-1.0806,-0.0402,-0.121,-0.0173,0.0348,-0.0109,-0.3867,,,0,296.804,0,Automotive,High
36:11.7,0.0114,0.0257,-1.0111,-0.0293,-0.0856,-0.0097,0.0322,-0.0099,-0.3854,,,0,296.804,0,Automotive,High
36:11.8,0.0447,0.0108,-1.0704,0.0197,-0.0625,-0.0186,0.0217,-0.0101,-0.3891,,,0,296.804,0,Automotive,High
36:11.9,0.0078,0.0099,-0.9904,-0.0401,-0.0572,-0.0314,0.0179,-0.0109,-0.3895,,,0,296.804,0,Automotive,High
36:12.0,0.0177,0.0062,-1.1126,-0.0068,-0.0352,-0.0042,0.0147,-0.0138,-0.3905,,,0,296.804,0,Automotive,High
36:12.1,0.0213,0.0006,-0.9845,0.0019,-0.0319,-0.0137,0.0117,-0.0151,-0.3906,,,0,296.804,0,Automotive,High
36:12.2,0.0105,0.0238,-0.9094,-0.0324,-0.0367,-0.0057,0.0099,-0.0154,-0.3904,,,0,296.804,0,Automotive,High
36:12.3,-0.0064,0.0107,-1.0136,-0.0331,-0.0453,-0.0143,0.0071,-0.0179,-0.3904,,,0,296.804,0,Automotive,High
36:12.4,-0.0135,0.0238,-0.9704,-0.0134,-0.0226,-0.0044,0.0037,-0.0186,-0.3908,,,0,296.804,0,Automotive,High
36:12.5,0.0359,0.0211,-0.9875,0.001,0.0106,-0.0043,0.0001,-0.0203,-0.3913,,,0,296.804,0,Automotive,High
36:12.6,-0.0027,0.0271,-0.9787,0.0187,-0.0379,0.008,0.0014,-0.0211,-0.3906,,,0,296.804,0,Automotive,High
36:12.7,-0.0229,0.0379,-1.0299,0.0116,-0.0477,-0.0007,0.0005,-0.0235,-0.3888,,,0,296.804,0,Automotive,High
36:12.8,-0.0041,0.0402,-1.0313,0.0007,-0.0319,-0.0063,-0.0001,-0.0241,-0.3898,,,0,296.804,0,Automotive,High
36:12.9,0.0228,-0.0075,-0.9536,-0.0188,-0.0174,-0.0067,-0.0007,-0.0251,-0.3901,,,0,296.804,0,Automotive,High
36:13.0,0.0079,0.0161,-1.0497,0.0189,-0.0274,-0.0134,-0.0016,-0.0262,-0.3904,,,0,296.804,0,Automotive,High
36:13.1,0.007,0.0119,-1.0541,0.0131,-0.0136,0.0013,-0.003,-0.0265,-0.3908,,,0,296.804,0,Automotive,High
36:13.2,-0.0162,0.0249,-0.9868,-0.0081,-0.0278,0.0042,-0.0018,-0.027,-0.3903,,,0,296.804,0,Automotive,High
36:13.3,-0.0121,0.0222,-0.9513,0.0289,-0.0069,0.0037,-0.0012,-0.0272,-0.3896,,,0,296.804,0,Automotive,High
36:13.4,0.0559,0.0449,-0.9324,-0.0245,-0.0068,0.0017,0.0008,-0.0278,-0.3883,,,0,296.804,0,Automotive,High
36:13.5,0.0211,0.0353,-0.9264,-0.0011,0.0042,-0.0022,0.002,-0.0283,-0.3875,,,0,296.804,0,Automotive,Low
36:13.6,0.0244,0.0594,-0.9167,0.0058,-0.0212,-0.0019,0.0017,-0.0308,-0.3863,,,0,296.804,0,Automotive,Low
36:13.7,0.0103,0.0558,-0.903,-0.0384,-0.0028,-0.0049,0.0037,-0.0315,-0.3858,,,0,296.804,0,Automotive,Low
36:13.8,0.0204,0.0242,-0.9161,0.002,0.0011,0.0075,0.0052,-0.0324,-0.385,,,0,296.804,0,Automotive,Low
36:13.9,0.0276,0.0382,-0.9526,0.0052,0.0118,-0.0053,0.0075,-0.0327,-0.3826,,,0,296.804,0,Automotive,High
36:14.0,0.0031,0.0279,-0.9369,-0.0085,-0.0044,-0.0012,0.009,-0.0326,-0.3822,,,0,296.804,0,Automotive,High
36:14.1,-0.0277,0.0442,-0.8941,-0.0151,0.0318,0.0305,0.0122,-0.0329,-0.3807,,,0,296.804,0,Automotive,High
36:14.2,0.0468,0.0332,-0.9578,0.0088,0.0398,0.0608,0.0157,-0.0324,-0.3798,,,0,296.804,0,Automotive,Low
36:14.3,0.038,0.0368,-0.9853,0.0038,0.0214,0.0042,0.0209,-0.0317,-0.3742,,,0,295.7427,0,Automotive,Low
36:14.4,0.0216,0.0049,-0.9523,0.0231,-0.0061,-0.0305,0.0256,-0.0317,-0.3694,,,0,295.7427,0,Automotive,Low
36:14.5,0.0406,-0.0341,-0.9685,-0.0196,0.0088,-0.1028,0.0266,-0.0283,-0.3742,,,0,295.7427,0,Automotive,High
36:14.6,-0.0128,0.0103,-0.9844,-0.004,-0.0128,-0.0032,0.0264,-0.0261,-0.3754,,,0,295.7427,0,Automotive,High
36:14.7,0.0087,0.0349,-0.9695,-0.0151,-0.0481,-0.0011,0.0226,-0.0261,-0.3727,,,0,295.7427,0,Automotive,High
36:14.8,0.0329,0.0073,-0.9182,-0.0078,-0.0363,-0.0053,0.0237,-0.025,-0.3716,,,0,295.7427,0,Automotive,High
36:14.9,-0.0131,0.0283,-0.9987,-0.0119,-0.0023,0.0073,0.0218,-0.0238,-0.3712,,,0,295.7427,0,Automotive,High
36:15.0,0.0247,0.0272,-0.957,0.015,0.0013,-0.0019,0.0234,-0.0246,-0.3708,,,0,295.7427,0,Automotive,High
36:15.1,0.0255,0.0244,-1.0758,0.0326,-0.0292,-0.0004,0.0239,-0.0243,-0.3705,,,0,295.7427,0,Automotive,High
36:15.2,0.0293,0.0288,-1.0316,0.0426,-0.0535,0.0031,0.0257,-0.0233,-0.3701,,,0,295.7427,0,Automotive,High
36:15.3,0.0418,0.0189,-1.0947,-0.002,-0.0032,-0.0032,0.0246,-0.0232,-0.3697,,,0,295.7427,0,Automotive,High
36:15.4,0.0886,0.0303,-1.0856,-0.0127,-0.0598,-0.0053,0.0241,-0.0221,-0.3692,,,0,295.7427,0,Automotive,High
36:15.5,0.0455,0.0241,-1.0054,0.0189,-0.0337,-0.0038,0.0255,-0.0211,-0.3687,,,0,295.7427,0,Automotive,High
36:15.6,0.0547,-0.0028,-1.0848,0.0083,-0.0382,-0.0061,0.0278,-0.0221,-0.3686,,,0,295.7427,0,Automotive,High
36:15.7,0.0984,0.0272,-1.0454,-0.0185,0.0252,-0.01,0.0286,-0.0197,-0.3687,,,0,295.7427,0,Automotive,High
36:15.8,0.0568,0.0275,-1.0806,-0.0044,-0.0448,-0.0084,0.0303,-0.0202,-0.3688,,,0,295.7427,0,Automotive,High
36:15.9,0.0333,0.0186,-1.0831,-0.0552,-0.0106,-0.0094,0.0317,-0.0177,-0.3704,,,0,295.7427,0,Automotive,High
36:16.0,0.0222,0.0193,-1.0477,0.0157,0.0181,-0.0542,0.0326,-0.0177,-0.3718,,,0,295.7427,0,Automotive,High
36:16.1,0.0064,-0.0066,-1.0935,0.0083,0.0193,-0.0074,0.0342,-0.0179,-0.3731,,,0,295.7427,0,Automotive,Low
36:16.2,-0.019,0.013,-0.9938,-0.0087,-0.0033,0.0105,0.0356,-0.0175,-0.3733,,,0,295.7427,0,Automotive,Low
36:16.3,-0.0145,0.0139,-1.0252,-0.0283,-0.0239,-0.0057,0.0314,-0.0177,-0.3716,,,0,295.7427,0,Automotive,Low
36:16.4,0.0128,0.006,-0.8607,-0.0255,-0.023,-0.0441,0.0237,-0.0192,-0.3731,,,0,295.7427,0,Automotive,High
36:16.5,-0.0342,0.0325,-0.9184,-0.0124,-0.0194,-0.0065,0.018,-0.0188,-0.3736,,,0,295.7427,0,Automotive,High
36:16.6,0.0067,0.0042,-1.0423,0.0289,-0.0016,-0.0016,0.0181,-0.018,-0.3738,,,0,295.7427,0,Automotive,High
36:16.7,0.0306,0.011,-1.1666,0.0149,0.0077,-0.0062,0.0213,-0.0161,-0.3737,,,0,295.7427,0,Automotive,High
36:16.8,-0.03,0.0465,-0.9989,-0.0399,-0.0321,0.1093,0.0207,-0.0166,-0.3734,,,0,295.7427,0,Automotive,High
36:16.9,0.042,0.0051,-0.9848,0.0121,-0.0105,-0.0051,0.0237,-0.0164,-0.3706,,,0,295.7427,0,Automotive,High
36:17.0,0.006,0.0011,-1.0682,0.0033,-0.0063,0.0033,0.0235,-0.0165,-0.3709,,,0,295.7427,0,Automotive,High
36:17.1,0.0383,0.0388,-0.9646,-0.0042,-0.0064,0.0032,0.0246,-0.0172,-0.3717,,,0,295.7427,0,Automotive,High
36:17.2,0.0609,-0.009,-1.0325,-0.0297,-0.0464,-0.0227,0.0273,-0.0196,-0.3704,,,0,295.7427,0,Automotive,High
36:17.3,0.0366,0.0172,-0.9038,-0.0353,0.0058,-0.0038,0.0252,-0.0217,-0.3704,,,0,295.7427,0,Automotive,High
36:17.4,0.1276,-0.0554,-0.8465,-0.0298,0.0484,0.0046,0.0288,-0.0224,-0.3697,,,0,295.7427,0,Automotive,High
36:17.5,0.0826,0.0111,-0.9073,0.0102,-0.0137,-0.0158,0.0277,-0.0256,-0.3679,,,0,295.7427,0,Automotive,High
36:17.6,0.0029,0.0304,-1.0169,0.0139,-0.0572,0.0015,0.0252,-0.0259,-0.3686,,,0,295.7427,0,Automotive,High
36:17.7,0.0335,0.0385,-0.8871,-0.0029,-0.0118,-0.0064,0.0263,-0.0276,-0.3695,,,0,295.7427,0,Automotive,High
36:17.8,0.0438,0.0338,-0.9262,-0.0461,0.0172,-0.0126,0.0269,-0.0261,-0.3702,,,0,295.7427,0,Automotive,High
36:17.9,0.0171,0.0279,-0.8913,0.0109,-0.002,-0.0073,0.0287,-0.0253,-0.3705,,,0,295.7427,0,Automotive,High
36:18.0,0.0192,-0.0157,-0.9207,0.0156,-0.0287,-0.0626,0.0266,-0.0238,-0.3715,,,0,295.7427,0,Automotive,High
36:18.1,0.0222,0.0031,-0.9845,0.0214,0.0067,-0.005,0.0202,-0.0221,-0.3759,,,0,295.7427,0,Automotive,High
36:18.2,-0.004,0.0161,-1.0175,0.0416,0.0134,-0.01,0.0208,-0.0189,-0.3759,,,0,295.7427,0,Automotive,High
36:18.3,0.0147,0.0473,-0.9483,0.0116,0.0193,-0.0084,0.0174,-0.0176,-0.3762,,,0,295.7427,0,Automotive,High
36:18.4,0.2585,-0.0204,-0.974,-0.034,-0.048,0.0946,0.0186,-0.0189,-0.3759,,,0,295.7427,0,Automotive,High
36:18.5,0.0284,0.0465,-1.0951,0.0107,-0.0094,0.0066,0.0267,-0.0162,-0.3645,,,0,295.7427,0,Automotive,High
36:18.6,0.0038,0.0327,-1.0811,-0.0361,-0.0031,-0.0689,0.0273,-0.0146,-0.3645,,,0,295.7427,0,Automotive,High
36:18.7,0.0472,0.018,-1.0936,0.0197,-0.0231,-0.0017,0.0255,-0.0145,-0.3688,,,0,295.7427,0,Automotive,High
36:18.8,0.0382,0.0222,-1.0589,-0.0466,0.0322,-0.0009,0.0252,-0.0138,-0.3696,,,0,295.7427,0,Automotive,High
36:18.9,0.0416,0.0134,-0.9844,0.011,0.0491,-0.0075,0.0261,-0.0166,-0.37,,,0,295.7427,0,Automotive,High
36:19.0,0.0528,0.0141,-1.0227,0.0195,0.0556,-0.0116,0.0345,-0.0137,-0.37,,,0,295.7427,0,Automotive,High
36:19.1,0.056,0.0169,-1.1042,0.0059,0.0426,-0.0129,0.0385,-0.0126,-0.3724,,,0,295.7427,0,Automotive,High
36:19.2,0.0482,0.0127,-1.1299,0.0144,0.0258,0.0044,0.0481,-0.0101,-0.3755,,,0,295.7427,0,Automotive,High
36:19.3,0.0401,0.0103,-1.1527,-0.0069,-0.0236,-0.0064,0.0519,-0.0098,-0.3746,,,0,295.7427,0,Automotive,High
36:19.4,0.0529,0.0047,-1.009,-0.0012,0.0064,-0.0011,0.0494,-0.0082,-0.3747,,,0,295.7427,0,Automotive,High
36:19.5,0.0441,-0.0129,-1.1581,0.0192,0.0162,-0.0125,0.0505,-0.0081,-0.3748,,,0,295.7427,0,Automotive,High
36:19.6,0.0265,0.0071,-1.0593,0.0088,-0.0084,-0.0062,0.0495,-0.0078,-0.3754,,,0,295.7427,0,Automotive,High
36:19.7,0.0232,0.0022,-1.1025,-0.0342,-0.0059,0.0037,0.0465,-0.0071,-0.3754,,,0,295.7427,0,Automotive,High
36:19.8,-0.0084,0.0065,-1.1102,0.0045,-0.0021,-0.0074,0.0463,-0.0078,-0.3752,,,0,295.7427,0,Automotive,High
36:19.9,0.0235,0.0318,-1.0371,-0.0179,-0.0004,-0.012,0.0413,-0.0088,-0.3755,,,0,295.7427,0,Automotive,High
36:20.0,0.019,0.0061,-1.126,0.0089,-0.0116,-0.0094,0.0413,-0.01,-0.3759,,,0,295.7427,0,Automotive,High
36:20.1,0,0.0215,-1.1201,-0.0134,-0.0056,-0.0194,0.04,-0.0097,-0.3771,,,0,295.7427,0,Automotive,High
36:20.2,0.0055,0.0178,-1.0934,-0.0118,0.0083,-0.0045,0.0387,-0.0097,-0.3786,,,0,295.7427,0,Automotive,High
36:20.3,0.021,-0.0008,-1.1084,0.0025,-0.0096,-0.0106,0.0375,-0.0112,-0.379,,,0,295.7427,0,Automotive,High
36:20.4,-0.0036,0.0207,-0.9875,-0.0268,0.0112,-0.0069,0.0364,-0.012,-0.3796,,,0,295.7427,0,Automotive,High
36:20.5,0.0106,0.0024,-1.0281,-0.0202,-0.0046,-0.0003,0.0356,-0.0134,-0.3797,,,0,295.7427,0,Automotive,High
36:20.6,0.0283,0.0265,-1.002,-0.0266,0.0027,-0.0101,0.0342,-0.0149,-0.3795,,,0,295.7427,0,Automotive,High
36:20.7,0.0192,0.012,-0.9863,-0.0233,-0.01,-0.0046,0.0339,-0.0155,-0.3797,,,0,295.7427,0,Automotive,High
36:20.8,0.0526,0.0127,-0.9727,-0.0291,0.0271,-0.0145,0.0349,-0.018,-0.3798,,,0,295.7427,0,Automotive,High
36:20.9,0.036,0.0217,-0.9177,-0.042,0.0216,-0.0062,0.0381,-0.0189,-0.3799,,,0,295.7427,0,Automotive,High
36:21.0,0.0102,0.0198,-1.0482,-0.0299,-0.0101,0.007,0.0388,-0.0212,-0.3797,,,0,295.7427,0,Automotive,High
36:21.1,0.039,0.0012,-0.978,-0.012,0.0263,-0.0153,0.0394,-0.0227,-0.3784,,,0,295.7427,0,Automotive,High
36:21.2,0.0456,0.0203,-0.8939,-0.0434,0.0312,0.0002,0.0414,-0.0234,-0.3787,,,0,295.7427,0,Automotive,High
36:21.3,0.0234,0.0029,-0.9696,-0.0199,-0.0153,-0.0099,0.0433,-0.024,-0.3786,,,0,295.7427,0,Automotive,High
36:21.4,0.0347,0.002,-0.9479,-0.0297,-0.009,-0.0058,0.043,-0.0244,-0.3789,,,0,295.7427,0,Automotive,High
36:21.5,0.0256,0.03,-0.9389,-0.0265,-0.0037,-0.0111,0.0404,-0.025,-0.3787,,,0,295.7427,0,Automotive,High
36:21.6,0.0107,0.0408,-0.9608,0.0079,-0.018,-0.003,0.0399,-0.0266,-0.3783,,,0,295.7427,0,Automotive,Low
36:21.7,0.0267,0.0063,-0.981,-0.0233,-0.0216,0.0072,0.0358,-0.0266,-0.3778,,,0,295.7427,0,Automotive,Low
36:21.8,0.0075,0.0408,-0.9489,0.0023,0,-0.0064,0.0321,-0.0283,-0.3779,,,0,295.7427,0,Automotive,Low
36:21.9,0.0322,0.029,-0.9525,-0.0128,0.0104,-0.0099,0.0291,-0.0283,-0.3786,,,0,295.7427,0,Automotive,High
36:22.0,0.0134,0.0177,-1.0084,-0.0081,-0.0151,-0.0086,0.0299,-0.0291,-0.379,,,0,295.7427,0,Automotive,High
36:22.1,0.0655,0.0133,-1.0259,-0.0072,-0.0055,-0.0118,0.0291,-0.0283,-0.3789,,,0,295.7427,0,Automotive,High
36:22.2,0.0556,0.0158,-1.0861,-0.0181,-0.062,-0.0011,0.0314,-0.0276,-0.3795,,,0,295.7427,0,Automotive,High
36:22.3,0.053,0.0074,-1.0917,0.0003,-0.0191,0.0022,0.0296,-0.0267,-0.3793,,,0,295.7427,0,Automotive,High
36:22.4,0.0686,0.0051,-1.0648,-0.0004,-0.0245,-0.0095,0.029,-0.0252,-0.379,,,0,295.7427,0,Automotive,High
36:22.5,0.0583,0.0001,-1.0587,0.0067,-0.0074,-0.0095,0.0291,-0.0241,-0.3793,,,0,295.7427,0,Automotive,High
36:22.6,0.0575,0.0132,-1.1585,0.0046,-0.0553,-0.02,0.0304,-0.0225,-0.3803,,,0,295.7427,0,Automotive,High
36:22.7,0.0164,0.0156,-1.0393,-0.0094,-0.0672,-0.002,0.0279,-0.0215,-0.3814,,,0,295.7427,0,Automotive,High
36:22.8,0.063,0.001,-1.0466,-0.0215,-0.0334,-0.0173,0.0246,-0.0221,-0.381,,,0,295.7427,0,Automotive,High
36:22.9,0.0424,-0.0048,-1.1036,0.0258,-0.0475,-0.0175,0.0241,-0.0224,-0.3813,,,0,295.7427,0,Automotive,High
36:23.0,0.0507,0.0088,-1.0127,-0.0324,-0.0325,-0.0079,0.0217,-0.0211,-0.3822,,,0,295.7427,0,Automotive,High
36:23.1,0.0834,0.005,-1.0441,-0.0106,0.0136,-0.0194,0.0227,-0.0214,-0.3823,,,0,295.7427,0,Automotive,High
36:23.2,0.0928,0.0004,-0.9814,-0.0339,-0.0179,-0.0592,0.0285,-0.0205,-0.3847,,,0,296.8394,0,Automotive,High
36:23.3,0.0804,0.0183,-0.9237,-0.0212,-0.1439,0.0162,0.0336,-0.0185,-0.3886,,,0,296.8394,0,Automotive,High
36:23.4,0.1351,-0.0565,-0.9881,-0.0342,-0.0112,0.0123,0.0351,-0.0189,-0.3863,,,0,296.8394,0,Automotive,High
36:23.5,-0.0246,0.0241,-0.8757,-0.0468,0.0145,0.0866,0.0399,-0.021,-0.3757,,,0,296.8394,0,Automotive,High
36:23.6,-0.0367,-0.0068,-1.047,0.0324,0.1185,-0.0202,0.0469,-0.0199,-0.376,,,0,296.8394,0,Automotive,High
36:23.7,0.0367,0.0407,-0.9683,0.0159,0.1234,-0.0557,0.0504,-0.0205,-0.3787,,,0,296.8394,0,Automotive,High
36:23.8,0.0217,0.0137,-1.0423,-0.015,0.0495,-0.0453,0.058,-0.0195,-0.386,,,0,296.8394,0,Automotive,High
36:23.9,-0.0255,-0.0224,-1.0828,-0.0102,0.037,-0.0035,0.0623,-0.02,-0.3881,,,0,296.8394,0,Automotive,High
36:24.0,-0.028,0.0035,-1.0144,-0.0418,0.0194,-0.0136,0.0587,-0.0183,-0.3886,,,0,296.8394,0,Automotive,High
36:24.1,-0.0145,-0.022,-1.0457,0.0036,0.0542,-0.0194,0.0533,-0.0191,-0.3894,,,0,296.8394,0,Automotive,High
36:24.2,0.0407,-0.0078,-1.0621,0.002,0.0893,-0.0206,0.0548,-0.0176,-0.3913,,,0,296.8394,0,Automotive,High
36:24.3,-0.0121,-0.0031,-0.9429,-0.0506,0.0172,-0.0009,0.0572,-0.0177,-0.3915,,,0,296.8394,0,Automotive,High
36:24.4,0.0058,-0.0152,-0.9251,-0.0166,0.0626,0.024,0.0503,-0.0206,-0.3918,,,0,296.8394,0,Automotive,High
36:24.5,0.001,0.0463,-0.8156,0.0489,0.1537,-0.0798,0.0574,-0.0185,-0.3949,,,0,296.8394,0,Automotive,High
36:24.6,0.0889,0.0204,-0.9221,-0.0091,-0.0204,-0.0065,0.0632,-0.0185,-0.3979,,,0,296.8394,0,Automotive,High
36:24.7,0.0812,0.0374,-0.8674,-0.0499,-0.1121,0.0903,0.058,-0.0195,-0.3947,,,0,296.8394,0,Automotive,High
36:24.8,0.0398,0.0287,-0.9048,-0.0531,-0.1657,0.0307,0.0503,-0.0201,-0.3898,,,0,296.8394,0,Automotive,High
36:24.9,0.026,0.0157,-0.9076,0.0539,-0.0619,-0.018,0.0387,-0.0222,-0.3841,,,0,296.8394,0,Automotive,High
36:25.0,0.0901,-0.0036,-0.859,0.0637,-0.0202,-0.2442,0.0328,-0.0202,-0.3868,,,0,296.8394,0,Automotive,High
36:25.1,0.034,0.0263,-0.9183,-0.047,-0.1769,0.1162,0.0283,-0.0187,-0.4041,,,0,297.9163,0,Automotive,High
36:25.2,0.051,0.0213,-1.0004,-0.0044,-0.1022,-0.005,0.0194,-0.0209,-0.397,,,0,297.9163,0,Automotive,High
36:25.3,-0.0061,0.0179,-0.9043,0.0001,-0.099,-0.0209,0.0002,-0.0227,-0.3938,,,0,297.9163,0,Automotive,High
36:25.4,0.0678,0.0235,-0.9235,-0.007,-0.014,-0.0139,-0.0004,-0.0212,-0.3975,,,0,297.9163,0,Automotive,High
36:25.5,0.049,0.0714,-0.8456,0.0083,-0.0239,0.0931,-0.0025,-0.0195,-0.3937,,,0,297.9163,0,Automotive,High
36:25.6,0.021,0.0311,-0.8549,0.0066,-0.0042,-0.0073,0.0001,-0.0168,-0.3947,,,0,297.9163,0,Automotive,High
36:25.7,0.1241,0.0041,-0.9408,0.0126,0.0074,-0.051,0.0014,-0.016,-0.3956,,,0,297.9163,0,Automotive,High
36:25.8,0.0526,0.0127,-0.9191,0.0113,-0.0743,-0.0155,0.0034,-0.0142,-0.4008,,,0,297.9163,0,Automotive,High
36:25.9,-0.0217,0.0251,-0.9669,-0.0192,-0.0546,-0.0086,0.0042,-0.0125,-0.4013,,,0,297.9163,0,Automotive,High
36:26.0,0.0076,0.01,-1.006,-0.001,0.0137,-0.0193,0.0027,-0.0119,-0.4014,,,0,297.9163,0,Automotive,High
36:26.1,-0.0237,0.0193,-1.0854,0.001,0.0212,-0.0161,0.0026,-0.0102,-0.4024,,,0,297.9163,0,Automotive,High
36:26.2,0.0412,-0.015,-1.1331,0.0164,0.0566,-0.016,0.012,-0.0042,-0.4038,,,0,297.9163,0,Automotive,High
36:26.3,0.0612,-0.0023,-1.1071,-0.0062,0.0094,-0.0183,0.0137,-0.0035,-0.4058,,,0,297.9163,0,Automotive,High
36:26.4,0.0664,-0.0027,-1.2014,0.0118,0.0097,-0.0116,0.0169,-0.0017,-0.4076,,,0,297.9163,0,Automotive,High
36:26.5,0.0698,-0.0164,-1.215,0.0246,0.0036,-0.006,0.0191,-0.0004,-0.4079,,,0,297.9163,0,Automotive,High
36:26.6,0.0091,0.0174,-1.1299,0.0116,0.0151,-0.0084,0.0191,-0.0005,-0.4082,,,0,297.9163,0,Automotive,High
36:26.7,0.0751,-0.0359,-1.2191,0.0448,0.0177,-0.0121,0.02,0.0008,-0.4083,,,0,297.9163,0,Automotive,High
36:26.8,0.0543,-0.0024,-1.1934,0.0142,-0.002,-0.0147,0.0206,0.0007,-0.411,,,0,297.9163,0,Automotive,High
