Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(mph),TrueHeading,Alt(feet),ActivityType,ActivityConfidence
36:26.9,0.0239,-0.003,-1.1195,-0.0383,0.0014,-0.0135,0.021,0.0016,-0.4114,,,0,297.9163,0,Automotive,High
36:27.0,0.0615,-0.0085,-1.0905,0.0307,0.0332,-0.0711,0.0203,0.0012,-0.4116,,,0,297.9163,0,Automotive,High
36:27.1,0.0021,-0.0122,-1.1211,0.0301,-0.0038,-0.0048,0.0208,-0.0012,-0.4127,,,0,297.9163,0,Automotive,High
36:27.2,0.0075,-0.013,-1.0146,-0.0454,-0.0253,-0.0039,0.0176,-0.0027,-0.4128,,,0,297.9163,0,Automotive,High
36:27.3,0.0283,0.0233,-1.053,-0.0143,-0.0031,0.083,0.018,-0.0046,-0.4121,,,0,297.9163,0,Automotive,High
36:27.4,0.038,-0.021,-1.1548,0.006,-0.0255,-0.0073,0.0196,-0.0073,-0.4089,,,0,297.9163,0,Automotive,High
36:27.5,0.0695,0.0097,-1.2081,0.0191,0.0099,-0.0029,0.0217,-0.0092,-0.4088,,,0,297.9163,0,Automotive,High
36:27.6,0.0383,0.008,-1.0235,-0.0339,-0.0081,-0.0091,0.0237,-0.0142,-0.4085,,,0,297.9163,0,Automotive,High
36:27.7,0.0719,0.0156,-0.9912,0.0191,-0.0115,-0.037,0.0248,-0.0152,-0.4084,,,0,297.9163,0,Automotive,High
36:27.8,0.0323,0.0328,-0.9344,-0.0605,-0.0149,-0.0117,0.0262,-0.0174,-0.4088,,,0,297.9163,0,Automotive,High
36:27.9,0.0065,0.0237,-0.9566,-0.0292,-0.0261,-0.0143,0.0278,-0.0188,-0.4095,,,0,297.9163,0,Automotive,High
36:28.0,0.0249,0.013,-0.954,0.0154,0.0386,-0.001,0.0278,-0.0227,-0.4127,,,0,297.9163,0,Automotive,High
36:28.1,0.048,0.0287,-0.9353,-0.003,0.0094,-0.0204,0.0265,-0.0233,-0.4127,,,0,297.9163,0,Automotive,High
36:28.2,-0.0059,0.0415,-0.9232,-0.0371,-0.0134,-0.0038,0.0235,-0.0233,-0.4129,,,0,297.9163,0,Automotive,High
36:28.3,0.0346,0.0175,-1.0204,-0.0053,0.0116,-0.0119,0.0231,-0.024,-0.4128,,,0,297.9163,0,Automotive,High
36:28.4,0.0156,0.039,-0.9123,-0.0364,0.0079,-0.006,0.0226,-0.0241,-0.4129,,,0,297.9163,0,Automotive,High
36:28.5,0.0212,0.0316,-1.0359,-0.0028,-0.0234,0.0011,0.0219,-0.0246,-0.4127,,,0,297.9163,0,Automotive,High
36:28.6,0.0029,0.0268,-1.0403,-0.0048,-0.0246,-0.0032,0.0235,-0.0245,-0.4127,,,0,297.9163,0,Automotive,High
36:28.7,-0.0014,0.0364,-0.978,-0.0132,-0.0579,-0.0405,0.0233,-0.0243,-0.4125,,,0,297.9163,0,Automotive,High
36:28.8,0.0427,0.0391,-0.9745,-0.0177,0.0295,0.0049,0.0187,-0.0252,-0.4145,,,0,298.9248,0,Automotive,High
36:28.9,-0.0051,0.0661,-0.9783,-0.0143,-0.0237,-0.014,0.0175,-0.0267,-0.4139,,,0,298.9248,0,Automotive,High
36:29.0,0.0024,0.0191,-0.8412,-0.0046,0.0169,0.002,0.0194,-0.0272,-0.4137,,,0,298.9248,0,Automotive,High
36:29.1,0.0065,0.0399,-0.8532,0.0009,0.0096,0.001,0.0205,-0.0267,-0.413,,,0,298.9248,0,Automotive,High
36:29.2,0.0509,0.0458,-0.94,0.0086,0.0044,-0.0073,0.0207,-0.0263,-0.4128,,,0,298.9248,0,Automotive,High
36:29.3,0.0388,0.056,-0.954,-0.0072,-0.0118,-0.0011,0.0212,-0.0241,-0.4127,,,0,298.9248,0,Automotive,High
36:29.4,0.0051,0.0484,-0.9465,0.036,0.0272,-0.0059,0.0224,-0.024,-0.4122,,,0,298.9248,0,Automotive,High
36:29.5,0.048,0.0161,-0.9626,0.0113,0.0331,-0.0074,0.0207,-0.0231,-0.4137,,,0,298.9248,0,Automotive,High
36:29.6,0.0296,0.0411,-1.0243,0.0171,0.0003,0.0003,0.025,-0.0197,-0.4132,,,0,298.9248,0,Automotive,High
36:29.7,0.0157,0.0116,-1.0595,0.0261,-0.0166,-0.0048,0.0259,-0.0186,-0.4128,,,0,298.9248,0,Automotive,High
36:29.8,0.0314,0.0369,-1.0365,0.0218,-0.0209,-0.0006,0.0238,-0.0137,-0.4119,,,0,298.9248,0,Automotive,High
36:29.9,0.0626,0.0231,-1.1892,0.0196,-0.0101,0.0495,0.0248,-0.0118,-0.4101,,,0,298.9248,0,Automotive,High
36:30.0,0.0011,0.0238,-1.0108,-0.0089,-0.0342,-0.0053,0.0222,-0.0103,-0.4085,,,0,298.9248,0,Automotive,High
36:30.1,0.0182,0.0391,-1.0367,-0.0303,-0.0325,-0.0068,0.021,-0.0093,-0.4096,,,0,298.9248,0,Automotive,High
36:30.2,0.0089,0.0168,-1.1063,0.0002,-0.0053,-0.0042,0.0216,-0.0071,-0.4102,,,0,298.9248,0,Automotive,High
36:30.3,0.0808,0.0193,-1.1447,0.0052,0.029,-0.1953,0.0217,-0.0068,-0.4113,,,0,298.9248,0,Automotive,High
36:30.4,0.0785,0.0116,-1.1154,-0.0036,0.0233,-0.0002,0.0231,-0.0073,-0.4124,,,0,298.9248,0,Automotive,High
36:30.5,-0.011,0.0074,-1.1147,0.0016,0.0213,0.0074,0.0261,-0.0064,-0.4099,,,0,298.9248,0,Automotive,High
36:30.6,0.0649,-0.0113,-1.0736,-0.0193,0.072,-0.0092,0.0262,-0.0077,-0.4092,,,0,298.9248,0,Automotive,High
36:30.7,0.0046,0.0105,-1.0939,0.0322,-0.0037,-0.0037,0.0304,-0.0083,-0.4081,,,0,298.9248,0,Automotive,High
36:30.8,0.0757,0.0265,-1.07,-0.0123,0.0285,-0.0014,0.0323,-0.0093,-0.4073,,,0,298.9248,0,Automotive,High
36:30.9,0.0024,0.0292,-1.1501,-0.015,-0.046,-0.0097,0.0328,-0.0101,-0.4069,,,0,298.9248,0,Automotive,High
36:31.0,0.0394,-0.0092,-1.0941,-0.0183,-0.0013,0.0072,0.0311,-0.01,-0.4079,,,0,298.9248,0,Automotive,High
36:31.1,0.0203,0.0212,-1.0924,0.0004,-0.021,0.0588,0.0306,-0.0108,-0.4066,,,0,298.9248,0,Automotive,High
36:31.2,0.0205,0.0127,-1.1378,0.0095,-0.0477,-0.0028,0.0319,-0.0114,-0.4045,,,0,298.9248,0,Automotive,High
36:31.3,0.0447,0.011,-1.1114,0.0157,-0.0497,0.0101,0.0312,-0.0115,-0.4041,,,0,298.9248,0,Automotive,High
36:31.4,0.0636,0.024,-1.1258,0.0184,-0.0572,-0.0122,0.0296,-0.0119,-0.4036,,,0,298.9248,0,Automotive,High
36:31.5,0.0091,0.0112,-1.0979,0.0083,-0.0445,-0.0018,0.0234,-0.0125,-0.4035,,,0,298.9248,0,Automotive,High
36:31.6,0.0542,0.0146,-1.1618,-0.0013,-0.0436,-0.003,0.018,-0.0148,-0.4028,,,0,298.9248,0,Automotive,High
36:31.7,0.0666,0.0109,-1.0808,0.0075,-0.051,-0.0082,0.0173,-0.0148,-0.4024,,,0,298.9248,0,Automotive,High
36:31.8,0.0582,0.0235,-1.021,-0.006,-0.0224,-0.0011,0.0185,-0.0141,-0.4021,,,0,298.9248,0,Automotive,High
36:31.9,0.0633,0.0367,-1.0322,0.0432,-0.0184,-0.0056,0.0199,-0.0149,-0.4004,,,0,298.9248,0,Automotive,High
36:32.0,0.0864,0.0108,-0.9765,0.0332,0.0069,-0.0091,0.0194,-0.0159,-0.4006,,,0,298.9248,0,Automotive,High
36:32.1,0.0014,0.0455,-1.0188,-0.0076,-0.0491,-0.001,0.0246,-0.0157,-0.4003,,,0,298.9248,0,Automotive,Low
36:32.2,0.0295,0.0282,-1.0947,-0.0248,-0.0366,-0.0088,0.0228,-0.0156,-0.4,,,0,298.9248,0,Automotive,Low
36:32.3,0.0502,0.0259,-1.0419,-0.0222,0.0538,-0.0081,0.0201,-0.0156,-0.4012,,,0,298.9248,0,Automotive,Low
36:32.4,0.0501,0.0494,-1.0408,-0.013,0.0178,-0.011,0.0228,-0.0155,-0.401,,,0,298.9248,0,Automotive,High
36:32.5,0.0255,0.0435,-1.0544,-0.0008,-0.0043,-0.0117,0.0248,-0.0182,-0.4011,,,0,298.9248,0,Automotive,High
36:32.6,0.0343,0.0314,-1.0146,-0.0348,0.0398,-0.0104,0.0233,-0.0199,-0.4024,,,0,298.9248,0,Automotive,High
36:32.7,0.0434,0.0502,-1.0004,-0.0131,0.0316,-0.0142,0.0253,-0.0206,-0.4021,,,0,298.9248,0,Automotive,High
36:32.8,0.0551,0.026,-1.0938,0.0385,0.0102,-0.0111,0.0306,-0.0215,-0.4022,,,0,298.9248,0,Automotive,High
36:32.9,0.0528,0.0511,-1.0442,-0.0055,0.0148,-0.0076,0.0333,-0.0213,-0.4022,,,0,298.9248,0,Automotive,High
36:33.0,0.0369,0.0445,-0.9954,0.0032,0.0011,-0.0021,0.0336,-0.0226,-0.4018,,,0,298.9248,0,Automotive,High
36:33.1,-0.0647,0.0299,-1.1221,0.0288,0.0188,0.0431,0.0374,-0.0236,-0.4013,,,0,298.9248,0,Automotive,High
36:33.2,0.0943,0.0415,-0.9729,-0.0113,0.0092,-0.0333,0.0368,-0.0227,-0.4,,,0,298.9248,0,Automotive,High
36:33.3,-0.0159,0.0558,-1.2268,0.0245,-0.0538,-0.0004,0.0389,-0.0223,-0.4003,,,0,298.9248,0,Automotive,High
36:33.4,0.0953,0.0212,-1.1115,-0.008,-0.0098,-0.0214,0.0365,-0.0203,-0.4036,,,0,298.9248,0,Automotive,High
36:33.5,-0.0113,0.0736,-1.1099,-0.032,-0.0037,0.0016,0.0381,-0.0216,-0.4016,,,0,298.9248,0,Automotive,High
36:33.6,0.0612,0.0567,-1.1719,-0.0018,-0.0033,-0.015,0.0374,-0.0209,-0.4013,,,0,298.9248,0,Automotive,High
36:33.7,0.0796,0.0307,-1.1026,-0.024,0.0262,-0.0027,0.0397,-0.0211,-0.4012,,,0,298.9248,0,Automotive,High
36:33.8,0.0021,0.0811,-1.1958,0.0149,0.0003,0.0056,0.0417,-0.0236,-0.3978,,,0,298.9248,0,Automotive,High
36:33.9,0.0711,0.035,-1.0174,-0.0536,0.0203,-0.0117,0.0425,-0.0239,-0.3975,,,0,298.9248,0,Automotive,High
36:34.0,0.0094,0.0723,-1.0544,-0.0219,-0.0259,-0.0035,0.046,-0.0257,-0.3972,,,0,298.9248,0,Automotive,High
36:34.1,0.032,0.0434,-1.0889,-0.0156,0.0422,-0.0079,0.0402,-0.0307,-0.3974,,,0,298.9248,0,Automotive,High
36:34.2,-0.0096,0.0486,-0.9941,-0.0207,0.023,-0.0047,0.0395,-0.0348,-0.3985,,,0,298.9248,0,Automotive,High
36:34.3,0.1579,0.0586,-0.9845,-0.0435,0.0513,-0.0095,0.0412,-0.041,-0.3966,,,0,298.9248,0,Automotive,High
36:34.4,-0.0124,0.074,-0.9477,0,0.0021,-0.0032,0.0405,-0.0437,-0.3947,,,0,298.9248,0,Automotive,High
36:34.5,0.0956,0.048,-0.9053,-0.0348,0.0162,-0.0401,0.0408,-0.0465,-0.395,,,0,298.9248,0,Automotive,High
36:34.6,0.0189,0.0656,-0.9271,-0.0301,0.0133,-0.0048,0.0405,-0.0499,-0.3957,,,0,298.9248,0,Automotive,High
36:34.7,0.0459,0.0587,-0.9299,-0.0159,0.0092,-0.0174,0.0397,-0.052,-0.3961,,,0,298.9248,0,Automotive,High
36:34.8,-0.0042,0.0714,-0.9141,-0.0062,-0.0055,-0.0086,0.0394,-0.0516,-0.3977,,,0,298.9248,0,Automotive,High
36:34.9,0.0349,0.0801,-0.9491,-0.0157,-0.0078,-0.0109,0.0372,-0.053,-0.3985,,,0,298.9248,0,Automotive,High
36:35.0,0.0376,0.0779,-1.0134,-0.011,-0.03,-0.0118,0.0366,-0.0521,-0.399,,,0,298.9248,0,Automotive,High
36:35.1,0.0613,0.0781,-0.9512,-0.002,0.0052,-0.015,0.0354,-0.0526,-0.3994,,,0,298.9248,0,Automotive,High
36:35.2,0.0279,0.0683,-1.0343,-0.0173,-0.0333,-0.0162,0.0333,-0.052,-0.4005,,,0,298.9248,0,Automotive,High
36:35.3,-0.0095,0.0672,-0.9918,-0.0195,0.0199,-0.0058,0.0335,-0.0523,-0.4012,,,0,298.9248,0,Automotive,High
36:35.4,0.0431,0.0563,-1.0917,-0.0099,-0.0237,-0.0203,0.0323,-0.0535,-0.4014,,,0,298.9248,0,Automotive,High
36:35.5,0.0369,0.057,-1.037,-0.0208,-0.027,-0.0034,0.0322,-0.0531,-0.4022,,,0,298.9248,0,Automotive,High
36:35.6,0.0091,0.0836,-1.0457,-0.0468,-0.0305,0.0153,0.0346,-0.0541,-0.4,,,0,298.9248,0,Automotive,High
36:35.7,0.0232,0.0635,-0.9236,-0.0286,0.0058,-0.0187,0.0369,-0.0556,-0.398,,,0,298.9248,0,Automotive,High
36:35.8,0.0466,0.0682,-0.8456,-0.0241,-0.004,-0.0826,0.0318,-0.0554,-0.3999,,,0,298.9248,0,Automotive,High
36:35.9,-0.0287,0.1434,-1.0148,-0.0434,-0.0104,-0.0114,0.0261,-0.057,-0.4012,,,0,298.9248,0,Automotive,High
36:36.0,0.0213,0.1654,-1.347,-0.0069,0.0093,-0.0418,0.0236,-0.0574,-0.4019,,,0,298.9248,0,Automotive,High
36:36.1,-0.0598,0.1776,-1.3132,-0.1601,0.0377,0.0045,0.0212,-0.0545,-0.4022,,,0,298.9248,0,Automotive,High
36:36.2,0.022,0.164,-1.2801,-0.0238,0.0076,0.1244,0.02,-0.057,-0.3962,,,0,298.9248,0,Automotive,High
36:36.3,0.0992,0.2049,-1.1389,0.0228,0.0533,-0.0692,0.0203,-0.0555,-0.3945,,,0,298.9248,0,Automotive,High
36:36.4,-0.1215,0.0887,-1.1801,-0.0135,-0.1012,0.0215,0.0215,-0.0561,-0.4001,,,0,298.9248,0,Automotive,High
36:36.5,0.0632,0.1262,-0.9652,0.0615,-0.0266,-0.001,0.019,-0.0583,-0.4018,,,0,298.9248,0,Automotive,High
36:36.6,0.0515,-0.0146,-1.2278,0.1717,-0.1108,0.0194,0.0214,-0.0587,-0.3977,,,0,298.9248,0,Automotive,High
36:36.7,-0.1027,0.0708,-0.7576,-0.0891,-0.0546,0.0147,0.0202,-0.0601,-0.4002,,,0,298.9248,0,Automotive,High
36:36.8,0.0042,0.0829,-0.783,-0.0106,0.0051,-0.0087,0.0187,-0.0614,-0.3992,,,0,298.9248,0,Automotive,High
36:36.9,-0.1534,0.0755,-0.6747,0.0048,-0.0387,0.1261,0.0148,-0.0617,-0.3994,,,0,298.9248,0,Automotive,High
36:37.0,0.0868,0.0875,-0.6905,-0.0417,0.0109,-0.0093,0.0172,-0.0645,-0.3955,,,0,298.9248,0,Automotive,High
36:37.1,-0.0191,0.082,-0.972,0.0952,-0.0537,-0.0077,0.0158,-0.0635,-0.394,,,0,298.9248,0,Automotive,High
36:37.2,0.3577,0.0731,-0.8737,0.0099,0.0623,-0.1335,0.014,-0.0621,-0.399,,,0,298.9248,0,Automotive,High
36:37.3,0.1006,0.1548,-1.0205,0.0254,-0.0135,-0.0304,0.0189,-0.065,-0.3949,,,0,298.9248,0,Automotive,High
36:37.4,0.3089,0.1527,-1.1579,-0.1339,0.105,-0.0326,0.0207,-0.0654,-0.3935,,,0,298.9248,0,Automotive,High
36:37.5,0.1267,0.1125,-1.2039,0.0074,0.0025,0.062,0.024,-0.0638,-0.3971,,,0,298.9248,0,Automotive,High
36:37.6,0.7385,0.0802,-1.0811,-0.0511,0.2373,-0.2483,0.0319,-0.0666,-0.3938,,,0,298.9248,0,Automotive,High
36:37.7,-0.2386,0.2217,-1.4378,0.0572,-0.1604,0.0753,0.031,-0.067,-0.393,,,0,298.9248,0,Automotive,High
36:37.8,0.3635,0.0798,-1.2674,-0.1479,0.2716,-0.0773,0.0333,-0.0688,-0.3992,,,0,298.9248,0,Automotive,High
36:37.9,0.2092,0.1334,-0.7256,-0.1229,0.017,-0.0193,0.0309,-0.0742,-0.4009,,,0,298.9248,0,Automotive,High
36:38.0,-0.0677,0.0975,-0.712,-0.1437,0.0127,0.0668,0.0361,-0.0784,-0.3957,,,0,298.9248,0,Automotive,High
36:38.1,0.4391,0.1829,-0.7323,-0.0528,0.0892,0.163,0.0385,-0.0814,-0.3974,,,0,298.9248,0,Automotive,High
36:38.2,-0.1995,0.23,-0.7936,0.079,-0.1781,0.0704,0.041,-0.0857,-0.3956,,,0,298.9248,0,Automotive,High
36:38.3,0.247,0.1759,-0.8322,-0.0858,0.0291,-0.072,0.0368,-0.0859,-0.3989,,,0,298.9248,0,Automotive,High
36:38.4,0.1794,0.1879,-1.1546,-0.0341,-0.0626,-0.0601,0.0336,-0.089,-0.4058,,,0,298.9248,0,Automotive,High
36:38.5,0.2211,0.1718,-1.0608,-0.0232,-0.132,-0.1738,0.0285,-0.09,-0.4107,,,0,299.9538,0,Automotive,High
36:38.6,0.0878,0.2423,-1.1901,-0.0507,-0.2671,-0.0595,0.0205,-0.0921,-0.4184,,,0,299.9538,0,Automotive,High
36:38.7,0.064,0.1816,-0.7862,-0.0864,0.0347,0.0112,0.0146,-0.0957,-0.4167,,,0,299.9538,0,Automotive,High
36:38.8,0.1715,0.1837,-0.9225,-0.0475,0.0382,-0.0693,0.0222,-0.1073,-0.416,,,0,299.9538,0,Automotive,High
36:38.9,-0.5113,0.2493,-0.6319,-0.0367,-0.0805,-0.0152,0.0179,-0.1098,-0.425,,,0,299.9538,0,Automotive,High
36:39.0,0.0557,0.1142,-0.8523,0.0896,0.0678,-0.1673,0.0097,-0.1105,-0.4395,,,0,301.3193,0,Automotive,High
36:39.1,-0.2635,0.2566,-1.0496,0.082,0.0894,0.16,0.0074,-0.1096,-0.4451,,,0,301.3193,0,Automotive,High
36:39.2,-0.1107,0.2829,-1.3231,0.0667,0.0339,-0.0534,0.006,-0.109,-0.4452,,,0,301.3193,0,Automotive,High
36:39.3,-0.3086,0.3179,-1.54,-0.011,0.0041,0.0105,0.0073,-0.1101,-0.4455,,,0,301.3193,0,Automotive,High
36:39.4,-0.0722,0.3275,-1.0467,-0.0953,0.0408,-0.0349,0.0158,-0.1135,-0.4454,,,0,301.3193,0,Automotive,High
36:39.5,-0.117,0.261,-0.9271,-0.0672,-0.0555,-0.0116,0.0161,-0.1164,-0.4434,,,0,301.3193,0,Automotive,High
36:39.6,0.0995,0.2858,-1.1225,-0.0088,-0.0088,-0.0364,0.0151,-0.1183,-0.4485,,,0,301.3193,0,Automotive,High
36:39.7,-0.318,0.3128,-1.0456,0.0617,-0.2233,0.0105,0.0119,-0.1219,-0.4528,,,0,302.5206,0,Automotive,High
36:39.8,-0.0823,0.3281,-0.8108,-0.0354,0.1577,-0.0333,0.0099,-0.1225,-0.4574,,,0,302.5206,0,Automotive,High
36:39.9,-0.0682,0.3194,-0.9288,-0.0039,0.0041,-0.0257,0.0096,-0.1232,-0.4565,,,0,302.5206,0,Automotive,High
36:40.0,-0.1912,0.3099,-1.0793,0.0617,-0.0447,0.0034,0.0069,-0.1215,-0.4572,,,0,302.5206,0,Automotive,High
36:40.1,-0.0736,0.301,-1.3432,0.0211,-0.0403,-0.0581,0.0038,-0.1181,-0.4585,,,0,302.5206,0,Automotive,High
36:40.2,-0.1507,0.3479,-1.0478,-0.0134,-0.0191,0.05,0.0009,-0.1153,-0.4585,,,0,302.5206,0,Automotive,High
36:40.3,-0.3955,0.3884,-0.6901,-0.0071,-0.1395,0.0026,0.0074,-0.1155,-0.4554,,,0,302.5206,0,Automotive,High
36:40.4,-0.157,0.2656,-0.9062,0.0228,0.161,-0.0045,0.0032,-0.1171,-0.4612,,,0,302.5206,0,Automotive,High
36:40.5,-0.1258,0.2474,-0.8491,-0.0056,0.0966,-0.0229,0.0018,-0.1176,-0.4626,,,0,302.5206,0,Automotive,High
36:40.6,-0.2512,0.2609,-0.8782,0.0237,0.0541,0.1079,0.004,-0.1202,-0.4617,,,0,302.5206,0,Automotive,High
36:40.7,0.0268,0.3344,-1.1308,-0.1187,0.1055,0.0124,-0.0259,-0.1453,-0.461,,,0,302.5206,0,Automotive,High
36:40.8,-0.0213,0.2688,-0.8732,-0.0156,0.0923,0.0015,-0.0282,-0.1448,-0.459,,,0,302.5206,0,Automotive,High
36:40.9,-0.2011,0.3544,-1.0337,0.0008,-0.2011,0.2121,-0.0252,-0.1654,-0.4537,,,0,302.5206,0,Automotive,High
36:41.0,0.0885,0.2562,-0.885,0.0005,0.0745,0.0125,-0.0274,-0.1653,-0.4518,,,0,302.5206,0,Automotive,High
36:41.1,0.1703,0.2959,-0.7014,0.0957,-0.0284,-0.0548,-0.0198,-0.166,-0.4463,,,0,302.5206,0,Automotive,High
36:41.2,-0.1199,0.5191,-0.646,0.0719,-0.0859,0.0165,-0.0213,-0.1654,-0.4448,,,0,302.5206,0,Automotive,High
36:41.3,0.3357,0.2929,-1.2421,0.0564,0.054,-0.0409,-0.0215,-0.1637,-0.4529,,,0,302.5206,0,Automotive,High
36:41.4,-0.1156,0.3638,-1.0214,0.0579,-0.0605,0.0535,-0.0229,-0.1634,-0.4494,,,0,302.5206,0,Automotive,High
36:41.5,0.1487,0.3082,-0.8868,-0.0229,0.0932,-0.0083,-0.0209,-0.1638,-0.4487,,,0,302.5206,0,Automotive,High
36:41.6,-0.2612,0.3329,-0.9956,-0.0285,-0.1242,0.1601,-0.0226,-0.1639,-0.4474,,,0,302.5206,0,Automotive,High
36:41.7,0.1728,0.3083,-1.1218,0.0122,0.0292,-0.1642,-0.0226,-0.1633,-0.4464,,,0,302.5206,0,Automotive,High
36:41.8,0.1091,0.3163,-1.1177,-0.061,-0.0278,-0.0255,-0.0219,-0.164,-0.4469,,,0,302.5206,0,Automotive,High
36:41.9,0.0233,0.34,-0.6752,0.0306,-0.0168,-0.0773,-0.0217,-0.1644,-0.4458,,,0,302.5206,0,Automotive,High
36:42.0,0.2766,0.0889,-0.8165,-0.1369,0.089,-0.0283,-0.0239,-0.1642,-0.4515,,,0,302.5206,0,Automotive,High
36:42.1,0.0636,0.3532,-0.7509,-0.0561,0.0063,-0.0394,-0.0208,-0.1662,-0.4431,,,0,302.5206,0,Automotive,High
36:42.2,-0.2048,0.2331,-1.063,0.0605,-0.1116,0.0218,-0.0238,-0.1666,-0.4435,,,0,302.5206,0,Automotive,High
36:42.3,0.155,0.2551,-1.2406,0.0626,0.1444,-0.0561,-0.0268,-0.1655,-0.4471,,,0,302.5206,0,Automotive,High
36:42.4,-0.0194,0.287,-0.9779,0.016,-0.1093,-0.0067,-0.0303,-0.1663,-0.4477,,,0,302.5206,0,Automotive,High
36:42.5,-0.0778,0.3285,-0.8009,0.0283,-0.0004,0.0336,-0.0264,-0.167,-0.447,,,0,302.5206,0,Automotive,High
36:42.6,-0.0788,0.2607,-0.7515,0.0475,0.0359,-0.0004,-0.0253,-0.167,-0.4457,,,0,302.5206,0,Automotive,High
36:42.7,0.1976,0.3174,-0.9692,-0.0213,0.164,-0.1099,-0.0279,-0.1661,-0.4448,,,0,302.5206,0,Automotive,High
36:42.8,-0.1995,0.3345,-0.8901,-0.0024,-0.0447,0.2285,-0.0192,-0.1873,-0.4445,,,0,302.5206,0,Automotive,High
36:42.9,0.1443,0.2186,-1.0937,0.1059,0.0018,-0.0024,-0.0162,-0.1878,-0.4348,,,0,302.5206,0,Automotive,High
36:43.0,-0.0001,0.3112,-1.1716,-0.0306,-0.052,0.1427,-0.0188,-0.1864,-0.4346,,,0,302.5206,0,Automotive,High
36:43.1,0.0782,0.2453,-0.9146,-0.0832,0.0454,-0.0006,-0.019,-0.1862,-0.4373,,,0,302.5206,0,Automotive,High
36:43.2,-0.0353,0.3347,-1.464,0.1131,-0.1619,0.0026,-0.0164,-0.1861,-0.4336,,,0,301.4104,0,Automotive,High
36:43.3,0.1398,0.2228,-1.0421,-0.0159,0.0519,0.0006,-0.0156,-0.1849,-0.429,,,0,301.4104,0,Automotive,High
36:43.4,0.0964,0.3839,-0.8534,-0.0897,-0.0505,-0.012,-0.0162,-0.1862,-0.4273,,,0,301.4104,0,Automotive,High
36:43.5,-0.0721,0.2509,-1.076,0.0639,-0.0423,0.0557,-0.0139,-0.1865,-0.4272,,,0,301.4104,0,Automotive,High
36:43.6,0.2384,0.3344,-0.9717,-0.1759,0.0628,-0.0321,-0.013,-0.187,-0.4236,,,0,301.4104,0,Automotive,High
36:43.7,-0.065,0.3188,-1.0987,-0.0313,-0.041,-0.0004,-0.0128,-0.1855,-0.4274,,,0,301.4104,0,Automotive,High
36:43.8,0.1012,0.3473,-1.0104,-0.015,-0.1763,-0.1137,-0.0136,-0.1861,-0.4286,,,0,301.4104,0,Automotive,High
36:43.9,0.0129,0.1932,-1.0153,0.0784,0.0243,0.1282,-0.0189,-0.1864,-0.4323,,,0,301.4104,0,Automotive,High
36:44.0,0.0863,0.324,-0.8927,-0.1124,-0.0998,-0.0101,-0.0134,-0.1871,-0.4288,,,0,301.4104,0,Automotive,High
36:44.1,0.0868,0.2,-0.8483,0.0664,0.0096,-0.0138,-0.0151,-0.188,-0.4278,,,0,301.4104,0,Automotive,High
36:44.2,-0.0392,0.3097,-1.0633,-0.0111,-0.0038,-0.0898,-0.0175,-0.1883,-0.4283,,,0,301.4104,0,Automotive,High
36:44.3,-0.1277,0.363,-0.7599,-0.0322,0.0034,0.1744,-0.0154,-0.1895,-0.4247,,,0,301.4104,0,Automotive,High
36:44.4,0.0472,0.3007,-1.0926,0.1466,0.029,-0.0328,-0.0178,-0.1874,-0.4233,,,0,301.4104,0,Automotive,High
36:44.5,0.2045,0.3243,-0.9388,0.1861,0.0532,0.0019,-0.0204,-0.1841,-0.4333,,,0,301.4104,0,Automotive,High
36:44.6,0.0532,0.1222,-0.7648,-0.0184,0.0466,0.024,-0.0131,-0.187,-0.4196,,,0,301.4104,0,Automotive,High
36:44.7,0.378,0.2524,-1.2218,0.0425,0.0445,-0.2032,-0.0103,-0.1879,-0.4167,,,0,301.4104,0,Automotive,High
36:44.8,0.1608,0.2415,-0.9408,-0.0499,0.0708,-0.1452,-0.013,-0.1854,-0.4228,,,0,301.4104,0,Automotive,High
36:44.9,-0.1947,0.2775,-1.0682,0.0014,-0.0567,0.1507,-0.0179,-0.1841,-0.4271,,,0,301.4104,0,Automotive,High
36:45.0,0.0679,0.2721,-1.1692,0.0986,0.0088,0.1521,-0.0232,-0.1849,-0.4273,,,0,301.4104,0,Automotive,High
36:45.1,-0.017,0.3502,-0.9133,0.0237,0.0141,-0.0231,-0.0143,-0.1878,-0.4129,,,0,301.4104,0,Automotive,High
36:45.2,-0.0938,0.371,-1.0181,0.0003,-0.1152,-0.0753,-0.0212,-0.187,-0.4189,,,0,301.4104,0,Automotive,High
36:45.3,0.0422,0.1807,-1.0259,0.1175,-0.0255,0.0331,-0.0267,-0.1867,-0.4243,,,0,301.4104,0,Automotive,High
36:45.4,-0.0338,0.2632,-1.0456,0.1308,-0.0437,-0.0328,-0.0188,-0.1876,-0.4125,,,0,301.4104,0,Automotive,High
36:45.5,-0.0621,0.2228,-0.8505,0.0975,-0.0386,0.0275,-0.0263,-0.1869,-0.4231,,,0,301.4104,0,Automotive,High
36:45.6,0.2321,0.3107,-1.6872,0.0281,-0.0467,0.1458,-0.0256,-0.1854,-0.4269,,,0,301.4104,0,Automotive,High
