Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(mph),TrueHeading,Alt(feet),ActivityType,ActivityConfidence
22:52.8,0.0836,-0.0112,-1.0274,0.0086,0.0107,-0.0138,0.0815,-0.0165,1.7952,39.895219,-104.686641,207.4315,178.0727,5484.623047,Automotive,High
22:52.9,0.0591,-0.0117,-1.0754,0.0138,0.0108,-0.0062,0.0795,-0.0141,1.7947,39.895219,-104.686641,207.4315,178.0727,5484.623047,Automotive,High
22:53.0,0.0582,0.017,-1.1332,0.0202,0.0141,-0.0093,0.078,-0.0105,1.7945,39.895219,-104.686641,207.4315,178.0727,5484.623047,Automotive,High
22:53.1,0.0692,0.011,-1.1434,0.0077,0.0011,-0.0105,0.0789,-0.009,1.7942,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.2,0.0724,-0.0049,-1.1684,0.0072,0.0235,-0.0064,0.0781,-0.0085,1.7939,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.3,0.069,-0.0231,-1.1391,-0.0065,0.0179,-0.0151,0.0767,-0.0086,1.7939,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.4,0.0788,0.0014,-1.1517,-0.0043,0.0158,-0.0129,0.0785,-0.0083,1.7933,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.5,0.06,0.0051,-1.1809,-0.0093,-0.0151,-0.0044,0.0793,-0.0083,1.7931,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.6,0.0734,0.0237,-1.0751,-0.0175,-0.0216,-0.0151,0.0786,-0.0087,1.7929,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.7,0.0594,0.0194,-1.019,-0.0062,0.003,-0.014,0.0762,-0.0106,1.7926,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.8,0.0664,0.021,-1.014,-0.0097,0.0178,-0.0152,0.0735,-0.0123,1.7923,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:53.9,0.0673,0.0438,-0.9895,-0.0072,-0.0065,-0.0097,0.071,-0.0147,1.7916,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:54.0,0.068,0.0353,-0.9418,0.0004,-0.0149,-0.0053,0.0723,-0.016,1.7913,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:54.1,0.0862,0.0227,-1.0297,0.0081,-0.0275,-0.0061,0.0723,-0.0162,1.7908,39.894419,-104.686791,205.888,178.0727,5387.463379,Automotive,High
22:54.2,0.0665,0.0461,-1.0263,0.0081,-0.0861,-0.008,0.0695,-0.0161,1.7908,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:54.3,0.0739,0.0296,-1.0302,0.0048,-0.0138,-0.0137,0.0645,-0.0166,1.7907,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:54.4,0.0723,0.0297,-1.0522,0.0123,-0.0158,-0.0125,0.0642,-0.0159,1.7901,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:54.5,0.0537,0.0185,-1.0745,0.0169,-0.0444,-0.0038,0.0639,-0.0166,1.7897,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:54.6,0.0338,0.006,-1.1111,0.0077,-0.0052,-0.0073,0.0587,-0.0155,1.7897,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:54.7,0.0472,0.0211,-1.149,-0.0001,-0.0479,-0.0041,0.0565,-0.0145,1.7894,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:54.8,0.083,0.0228,-1.1876,0.0014,-0.0117,-0.0085,0.0568,-0.0136,1.7889,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:54.9,0.0722,0.0267,-1.1454,-0.0168,-0.0067,-0.0088,0.0551,-0.0141,1.7891,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:55.0,0.0956,0.0276,-1.1869,-0.0159,0.005,-0.012,0.0553,-0.015,1.7884,39.893648,-104.686757,203.7852,178.0727,5403.258301,Automotive,High
22:55.1,0.0436,0.0276,-1.0798,-0.017,-0.0567,-0.0054,0.0537,-0.0161,1.789,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.2,0.0787,0.0177,-1.1218,-0.0235,0.0102,-0.0101,0.0508,-0.0183,1.7889,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.3,0.0513,0.0473,-1.0264,-0.0344,-0.04,-0.0058,0.053,-0.0213,1.7887,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.4,0.0444,0.0061,-1.0355,-0.0322,0.0207,-0.0145,0.0491,-0.0249,1.7892,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.5,0.0541,0.0489,-1.0473,-0.0297,-0.0059,-0.008,0.0484,-0.0283,1.7889,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.6,0.0465,0.022,-0.9819,-0.0443,-0.021,-0.0103,0.0505,-0.0327,1.7887,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.7,0.0741,0.0683,-0.9978,-0.0334,0.027,-0.0146,0.0531,-0.0409,1.7884,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.8,0.056,0.0443,-0.9214,-0.0373,-0.0017,-0.0049,0.0542,-0.0447,1.7883,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:55.9,0.0473,0.0524,-0.884,-0.027,-0.0314,-0.0099,0.0507,-0.0473,1.7889,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:56.0,0.0451,0.0601,-0.8107,-0.0181,0.0028,-0.0078,0.0508,-0.0496,1.7884,39.892893,-104.686577,200.318,178.0727,5415.939453,Automotive,High
22:56.1,0.0289,0.0602,-0.8603,-0.0056,-0.0448,-0.002,0.0496,-0.0509,1.7888,39.892165,-104.686369,196.7389,178.0727,5434.618652,Automotive,High
22:56.2,0.0814,0.0785,-1.0851,0.0006,0.0319,-0.0087,0.0486,-0.0517,1.7891,39.892165,-104.686369,196.7389,178.0727,5434.618652,Automotive,High
22:56.3,0.0978,0.3008,-1.2303,-0.017,-0.0506,0.1589,0.0567,-0.0524,1.7892,39.892165,-104.686369,196.7389,178.0727,5434.618652,Automotive,High
22:56.4,0.2142,0.2538,-1.2256,-0.0929,0.0802,-0.0265,0.0539,-0.0522,1.7934,39.892165,-104.686369,196.7389,178.0727,5434.618652,Automotive,High
22:56.5,0.208,0.2307,-1.2341,-0.0248,-0.1852,0.0793,0.0598,-0.0548,1.7925,39.892165,-104.686369,196.7389,179.1526,5434.618652,Automotive,High
22:56.6,0.1687,0.0937,-1.0803,0.0035,-0.0691,-0.0061,0.0541,-0.0569,1.7906,39.892165,-104.686369,196.7389,179.1526,5434.618652,Automotive,High
22:56.7,0.1909,0.0523,-1.0341,-0.0428,-0.0656,0.0102,0.0654,-0.0591,1.7857,39.892165,-104.686369,196.7389,179.1526,5434.618652,Automotive,High
22:56.8,-0.08,0.2223,-0.6269,-0.0566,-0.1053,-0.0165,0.0656,-0.0622,1.7828,39.892165,-104.686369,196.7389,179.1526,5434.618652,Automotive,High
22:56.9,-0.0178,0.0566,-0.7582,-0.0304,0.0155,0.0079,0.0568,-0.0638,1.7859,39.892165,-104.686369,196.7389,179.1526,5434.618652,Automotive,High
22:57.0,0.0606,0.0606,-0.6757,-0.0093,0.0498,-0.011,0.0559,-0.066,1.7864,39.892165,-104.686369,196.7389,179.1526,5434.618652,Automotive,High
22:57.1,0.0388,0.114,-0.6564,-0.0084,0.0178,-0.0237,0.0587,-0.0667,1.7863,39.892165,-104.686369,196.7389,179.1526,5434.618652,Automotive,High
22:57.2,0.0609,0.1878,-0.8885,-0.052,-0.0306,0.0099,0.0597,-0.0673,1.7867,39.891396,-104.686266,195.598,179.1526,5426.269043,Automotive,High
22:57.3,-0.0687,0.142,-0.9577,-0.0244,-0.2655,0.1917,0.0643,-0.0822,1.7882,39.891396,-104.686266,195.598,179.1526,5426.269043,Automotive,High
22:57.4,-0.1762,0.0394,-0.8723,-0.0141,-0.2848,0.1172,0.0468,-0.082,1.8007,39.891396,-104.686266,195.598,179.1526,5426.269043,Automotive,High
22:57.5,0.0139,0.1777,-0.9881,0.0531,0.3666,-0.0518,0.0358,-0.0828,1.8085,39.891396,-104.686266,195.598,177.9446,5426.269043,Automotive,High
22:57.6,0.0622,0.2192,-0.8684,-0.0094,0.0954,-0.0486,0.0643,-0.0814,1.8023,39.891396,-104.686266,195.598,177.9446,5426.269043,Automotive,High
22:57.7,0.0216,0.1161,-1.2906,0.0098,-0.105,0.038,0.0721,-0.0813,1.796,39.891396,-104.686266,195.598,177.9446,5426.269043,Automotive,High
22:57.8,0.0142,0.07,-1.4893,0.0009,-0.0158,0.0257,0.0661,-0.0812,1.799,39.891396,-104.686266,195.598,177.9446,5426.269043,Automotive,High
22:57.9,0.0065,0.3206,-1.4939,-0.0319,0.1058,0.0033,0.0627,-0.0809,1.8052,39.891396,-104.686266,195.598,177.9446,5426.269043,Automotive,High
22:58.0,-0.0156,0.1582,-0.8934,-0.0489,0.0417,0.0022,0.0646,-0.0831,1.8073,39.891396,-104.686266,195.598,177.9446,5426.269043,Automotive,High
22:58.1,0.0127,0.1502,-0.7421,-0.0056,0.0095,0.002,0.0605,-0.0905,1.8094,39.891396,-104.686266,195.598,177.9446,5426.269043,Automotive,High
22:58.2,0.0326,0.2095,-0.9055,-0.0199,0.0189,0.0145,0.0578,-0.0921,1.8104,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:58.3,0.065,0.1163,-0.807,-0.0214,0.1826,-0.0097,0.0539,-0.105,1.8136,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:58.4,0.1357,0.1223,-1.0131,-0.0398,0.0002,-0.0455,0.0718,-0.1074,1.8085,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:58.5,0.0364,0.1404,-1.0867,-0.0445,0.0195,0.0162,0.0718,-0.1161,1.8115,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:58.6,0.1571,0.2213,-1.1042,-0.0269,0.074,-0.0093,0.0722,-0.123,1.8142,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:58.7,0.097,0.2204,-1.0732,-0.0336,-0.0973,0.0073,0.0705,-0.1248,1.8203,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:58.8,0.1406,0.1751,-0.7784,-0.0253,0.0379,0.0026,0.0729,-0.1326,1.8207,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:58.9,0.1116,0.196,-0.7598,0.0084,0.0206,0.047,0.074,-0.1351,1.8224,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:59.0,0.1053,0.1663,-0.8631,-0.0365,-0.057,0.0071,0.0712,-0.1348,1.8253,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:59.1,0.0648,0.2604,-0.8464,0.0048,-0.0668,0.0366,0.0775,-0.1355,1.826,39.890644,-104.686376,192.4216,177.9446,5370.200684,Automotive,High
22:59.2,0.2176,0.21,-1.1706,0.0078,0.0236,0.0182,0.0797,-0.1428,1.8285,39.88993,-104.686238,190.4978,177.9446,5413.939941,Automotive,High
22:59.3,0.1162,0.2545,-1.1918,-0.0012,0.0053,0,0.0907,-0.1448,1.83,39.88993,-104.686238,190.4978,177.9446,5413.939941,Automotive,High
22:59.4,0.1888,0.109,-0.9725,-0.0109,-0.066,0.0204,0.0899,-0.1451,1.8318,39.88993,-104.686238,190.4978,176.9316,5413.939941,Automotive,High
22:59.5,0.0991,0.2488,-1.0147,-0.0497,0.0435,-0.0747,0.087,-0.1572,1.8345,39.88993,-104.686238,190.4978,176.9316,5413.939941,Automotive,High
22:59.6,0.0347,0.2853,-0.7915,-0.0385,-0.0806,-0.0334,0.0968,-0.1629,1.835,39.88993,-104.686238,190.4978,176.9316,5413.939941,Automotive,High
22:59.7,0.0206,0.2055,-0.8871,-0.0106,-0.0809,0.0172,0.1027,-0.1662,1.8347,39.88993,-104.686238,190.4978,176.9316,5413.939941,Automotive,High
22:59.8,0.0799,0.1919,-1.056,-0.0221,-0.1228,-0.0127,0.1007,-0.1668,1.8333,39.88993,-104.686238,190.4978,176.9316,5413.939941,Automotive,High
22:59.9,0.1138,0.2205,-1.2787,0.0468,0.1316,-0.0029,0.0965,-0.1687,1.8355,39.88993,-104.686238,190.4978,176.9316,5413.939941,Automotive,High
23:00.0,0.1374,0.1829,-1.0834,0.035,-0.0539,0.1822,0.0956,-0.1686,1.8368,39.88993,-104.686238,190.4978,176.9316,5413.939941,Automotive,High
23:00.1,0.1499,0.2693,-1.1783,-0.042,0.0248,-0.0094,0.0983,-0.1749,1.8434,39.889271,-104.686337,184.3462,176.9316,5374.589355,Automotive,High
23:00.2,0.1162,0.4255,-1.2682,0.019,-0.0086,0.1359,0.0977,-0.1786,1.8521,39.889271,-104.686337,184.3462,176.9316,5374.589355,Automotive,High
23:00.3,0.199,0.2852,-0.9719,-0.0299,-0.1856,0.0109,0.095,-0.1832,1.8491,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:00.4,0.1055,0.3289,-1.028,-0.057,0.1881,-0.0509,0.0889,-0.1858,1.8555,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:00.5,0.1355,0.3257,-0.9948,-0.0138,-0.1697,0.1616,0.0907,-0.191,1.8496,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:00.6,-0.0063,0.2588,-0.8284,-0.0447,0.1758,-0.01,0.0846,-0.1937,1.8551,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:00.7,0.0503,0.4041,-0.8563,-0.0016,0.1555,-0.181,0.0914,-0.1962,1.8528,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:00.8,-0.0269,0.3522,-0.6893,-0.0158,-0.0183,0.0073,0.0892,-0.2191,1.8464,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:00.9,0.1097,0.3243,-1.0923,-0.0003,0.2675,-0.1302,0.0811,-0.2198,1.8514,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:01.0,0.0857,0.2922,-1.0309,0.0089,0.0575,-0.0172,0.094,-0.2201,1.846,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:01.1,0.1187,0.2743,-1.1065,0.0012,0.0553,-0.0066,0.1026,-0.2195,1.84,39.889271,-104.686337,184.3462,175.9031,5374.589355,Automotive,High
23:01.2,0.0714,0.3436,-0.8202,-0.0199,0.1272,-0.035,0.0935,-0.2196,1.847,39.888707,-104.686453,176.0919,175.9031,5352.659668,Automotive,High
23:01.3,0.198,0.2154,-0.8714,0.0308,-0.0495,0.0039,0.099,-0.2214,1.8378,39.888707,-104.686453,176.0919,175.9031,5352.659668,Automotive,High
23:01.4,0.048,0.2219,-1.0887,-0.0009,-0.067,-0.0029,0.0949,-0.2215,1.8395,39.888707,-104.686453,176.0919,175.9031,5352.659668,Automotive,High
23:01.5,0.0748,0.2595,-1.2668,0.0031,0.0139,-0.0053,0.0901,-0.2229,1.8396,39.888707,-104.686453,176.0919,175.9031,5352.659668,Automotive,High
23:01.6,0.0263,0.3056,-1.1292,0.0011,0.0474,-0.1037,0.0891,-0.2233,1.8419,39.888707,-104.686453,176.0919,175.9031,5352.659668,Automotive,High
23:01.7,0.0354,0.3844,-1.2451,-0.0561,-0.0032,-0.0255,0.0902,-0.2257,1.8386,39.888707,-104.686453,176.0919,175.9031,5352.659668,Automotive,High
23:01.8,0.1089,0.3258,-1.2056,0.017,0.0633,-0.1696,0.0877,-0.2282,1.8392,39.888707,-104.686453,176.0919,175.9031,5352.659668,Automotive,High
23:01.9,-0.0144,0.4319,-0.8835,0.0243,-0.1443,0.2155,0.0884,-0.2301,1.833,39.888707,-104.686453,176.0919,177.0004,5352.659668,Automotive,High
23:02.0,0.0676,0.3367,-1.0044,-0.1035,0.1674,-0.234,0.0785,-0.2365,1.8379,39.888707,-104.686453,176.0919,177.0004,5352.659668,Automotive,High
23:02.1,-0.0719,0.3024,-0.636,-0.028,-0.2848,0.1768,0.0682,-0.2387,1.8421,39.888707,-104.686453,176.0919,177.0004,5352.659668,Automotive,High
23:02.2,0.0823,0.238,-1.0714,0.0583,0.0599,-0.1433,0.0595,-0.2409,1.8392,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,High
23:02.3,-0.0708,0.3012,-0.8145,0.0251,0.1088,0.2102,0.0696,-0.2414,1.8345,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,High
23:02.4,0.0485,0.3189,-1.1147,0.0325,0.0688,-0.2067,0.0739,-0.2389,1.8462,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,High
23:02.5,-0.0286,0.3196,-1.0237,0.014,0.1172,-0.0067,0.0759,-0.2391,1.8328,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,High
23:02.6,0.167,0.3437,-1.1555,0.0557,0.1439,-0.1458,0.0805,-0.2366,1.8318,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,High
23:02.7,0.0168,0.2725,-0.9435,-0.0539,-0.269,0.0013,0.0895,-0.2352,1.8258,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,High
23:02.8,0.0312,0.3591,-1.1294,-0.0148,-0.0151,0.0062,0.0799,-0.2335,1.8281,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,High
23:02.9,0.0346,0.1833,-0.7416,-0.0078,-0.0077,-0.0321,0.0851,-0.2341,1.8262,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,Med
23:03.0,-0.0401,0.266,-1.1028,-0.0443,-0.1282,0.0371,0.0856,-0.2354,1.815,39.888131,-104.686369,171.0141,177.0004,5406.766602,Automotive,Med
23:03.1,0.0599,0.4095,-0.881,-0.0135,0.0868,-0.0497,0.0755,-0.2355,1.8285,39.887689,-104.686473,160.6794,177.0004,5419.620605,Automotive,Med
23:03.2,0.2194,0.2131,-1.1757,0.0074,0.0809,-0.0173,0.0817,-0.2373,1.8147,39.887689,-104.686473,160.6794,177.0004,5419.620605,Automotive,Med
23:03.3,0.0661,0.365,-0.7379,-0.0236,0.0346,-0.0326,0.0809,-0.2386,1.8183,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:03.4,0.2041,0.2588,-1.119,-0.0157,-0.0684,-0.0064,0.0877,-0.2383,1.8139,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:03.5,0.1008,0.2998,-0.9021,-0.063,0.0082,-0.0683,0.0805,-0.2399,1.8174,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:03.6,0.0187,0.187,-0.9149,-0.0006,-0.2188,0.0777,0.0821,-0.2415,1.8116,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:03.7,-0.0102,0.2844,-0.9567,-0.0325,-0.065,0.0872,0.0736,-0.2417,1.8152,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:03.8,0.0663,0.2742,-1.1392,0.0167,0.0576,-0.033,0.0691,-0.2411,1.8227,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:03.9,-0.1086,0.4283,-1.0212,0.0676,-0.2441,0.1121,0.06,-0.2407,1.8208,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:04.0,-0.0078,0.3035,-0.9475,-0.05,-0.0139,-0.0584,0.0518,-0.2409,1.8253,39.887689,-104.686473,160.6794,178.0519,5419.620605,Automotive,Med
23:04.1,-0.0047,0.2387,-0.9849,-0.0032,0.0391,-0.0386,0.0658,-0.2402,1.8139,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.2,-0.097,0.3013,-0.8487,0.0281,-0.0801,0.0648,0.0624,-0.2401,1.8128,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.3,-0.1374,0.2108,-1.0189,-0.0699,0.2417,-0.158,0.0633,-0.2405,1.8119,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.4,-0.0761,0.3591,-0.8806,0.0265,-0.005,-0.0379,0.0699,-0.2398,1.8097,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.5,0.0717,0.2712,-0.9805,-0.0356,-0.0138,-0.0827,0.0686,-0.2413,1.8064,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.6,-0.0705,0.44,-0.8402,-0.0136,-0.0366,-0.0396,0.0737,-0.244,1.7949,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.7,-0.073,0.1935,-1.0501,-0.0447,-0.2113,0.0225,0.0654,-0.2458,1.7982,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.8,0.1276,0.3082,-1.1824,0.0272,0.2701,-0.1191,0.0609,-0.2443,1.808,39.887332,-104.686808,148.5104,178.0519,5387.31543,Automotive,Med
23:04.9,0.0516,0.2911,-1.0432,0.0325,-0.0919,0.0116,0.0762,-0.2458,1.7907,39.887332,-104.686808,148.5104,179.0871,5387.31543,Automotive,Med
23:05.0,0.0188,0.3249,-0.782,-0.0496,0.0011,-0.0382,0.0688,-0.244,1.793,39.887332,-104.686808,148.5104,179.0871,5387.31543,Automotive,Med
23:05.1,-0.026,0.2474,-0.9815,0.048,-0.1387,0.2009,0.064,-0.2443,1.7917,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,Med
23:05.2,0.0405,0.38,-0.9144,-0.0199,0.0454,-0.0112,0.0667,-0.2418,1.7983,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,Med
23:05.3,-0.0038,0.2263,-0.8916,-0.0116,-0.0045,-0.0055,0.0728,-0.2401,1.7968,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,Med
23:05.4,-0.1182,0.2481,-0.8754,-0.02,0.1092,-0.0093,0.0723,-0.2402,1.796,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,Med
23:05.5,-0.0813,0.2529,-1.1877,0.0069,0.031,0.0021,0.0763,-0.2399,1.7958,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,High
23:05.6,-0.1047,0.3348,-0.8586,-0.0337,0.08,-0.0479,0.0736,-0.2422,1.7962,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,High
23:05.7,0.0515,0.3192,-0.7665,-0.0004,-0.0666,0.0867,0.0696,-0.2439,1.8006,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,High
23:05.8,0.1461,0.2936,-0.9602,-0.105,0.1682,-0.2703,0.0816,-0.2442,1.7902,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,High
23:05.9,-0.0293,0.3426,-0.8255,0.0028,-0.0337,0.0546,0.0888,-0.245,1.7892,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,High
23:06.0,0.1305,0.3506,-1.3004,-0.0198,0.0718,-0.0401,0.0832,-0.2448,1.7924,39.886911,-104.687069,138.1758,179.0871,5361.417969,Automotive,High
23:06.1,-0.0241,0.276,-1.0155,-0.0056,0.0243,-0.0119,0.0843,-0.2455,1.7938,39.886314,-104.686951,135.2007,179.0871,5363.556641,Automotive,High
23:06.2,0.0171,0.1832,-1.061,0.0349,-0.0409,0.0061,0.0882,-0.245,1.7954,39.886314,-104.686951,135.2007,179.0871,5363.556641,Automotive,High
23:06.3,0.0038,0.2657,-0.7915,-0.0082,-0.0045,-0.0151,0.0845,-0.2439,1.7965,39.886314,-104.686951,135.2007,179.0871,5363.556641,Automotive,High
23:06.4,0.0529,0.3394,-1.0957,0.0229,-0.0389,0.0134,0.0879,-0.2439,1.7953,39.886314,-104.686951,135.2007,179.0871,5363.556641,Automotive,High
23:06.5,-0.0448,0.2762,-0.7414,-0.0583,-0.2291,0.1429,0.074,-0.2456,1.8126,39.886314,-104.686951,135.2007,177.9388,5363.556641,Automotive,High
23:06.6,0.0865,0.3369,-0.8128,-0.0513,0.1077,-0.2222,0.0771,-0.2476,1.8025,39.886314,-104.686951,135.2007,177.9388,5363.556641,Automotive,High
23:06.7,0.0561,0.2208,-0.778,0.0676,0.1734,-0.0124,0.0788,-0.2477,1.8062,39.886314,-104.686951,135.2007,177.9388,5363.556641,Automotive,High
23:06.8,0.1748,0.3718,-1.1805,-0.021,0.0313,-0.0528,0.0962,-0.2471,1.7872,39.886314,-104.686951,135.2007,179.3403,5363.556641,Automotive,High
23:06.9,-0.0261,0.4735,-1.0104,0.0016,-0.2122,0.3519,0.0913,-0.2465,1.7881,39.886314,-104.686951,135.2007,179.3403,5363.556641,Automotive,High
23:07.0,0.0142,0.1681,-0.9141,-0.0138,0.1543,-0.1588,0.0869,-0.2446,1.8046,39.886314,-104.686951,135.2007,178.1116,5363.556641,Automotive,High
23:07.1,0.1492,0.2261,-1.2571,0.0255,0.0706,-0.0041,0.0874,-0.2442,1.7988,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.2,0.0363,0.2631,-0.9296,-0.0108,-0.1238,0.1849,0.0927,-0.2437,1.7974,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.3,0.087,0.2571,-1.0255,-0.0689,0.0556,-0.1455,0.0895,-0.2412,1.807,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.4,0.045,0.2784,-0.8871,0.0092,0.0249,0.0566,0.0917,-0.2439,1.8028,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.5,0.033,0.3078,-1.0973,0.0053,-0.037,0.0365,0.0913,-0.245,1.8007,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.6,0.0347,0.3586,-0.8693,-0.0063,0.1997,-0.0298,0.083,-0.2452,1.8099,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.7,0.1538,0.3192,-0.8219,-0.0189,-0.0248,0.0083,0.0914,-0.2471,1.801,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.8,0.0806,0.238,-0.9672,-0.0276,-0.0781,0.0063,0.0909,-0.2476,1.8048,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:07.9,0.0078,0.2829,-0.8474,-0.0222,-0.1121,-0.0159,0.0929,-0.2476,1.8053,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:08.0,0.0086,0.2061,-0.953,-0.0249,0.0317,0.0442,0.0881,-0.248,1.806,39.885827,-104.687101,129.8544,178.1116,5324.210449,Automotive,High
23:08.1,0.1174,0.2876,-0.9449,0.0467,0.1563,-0.194,0.0934,-0.245,1.8114,39.885342,-104.687057,125.2015,178.1116,5328.831543,Automotive,High
23:08.2,0.1615,0.291,-1.0346,-0.012,-0.1143,0.1838,0.1023,-0.2455,1.7986,39.885342,-104.687057,125.2015,178.1116,5328.831543,Automotive,High
23:08.3,0.1272,0.2751,-0.7675,-0.0251,0.0389,-0.0102,0.1013,-0.2443,1.8058,39.885342,-104.687057,125.2015,178.1116,5328.831543,Automotive,High
23:08.4,0.1163,0.2401,-1.0502,-0.0083,-0.099,0.0259,0.0984,-0.2432,1.8067,39.885342,-104.687057,125.2015,178.1116,5328.831543,Automotive,High
